id;Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes;total_amendements;total_mots;short_title;loi_dite;assemblee_id
pjl18-009;projet de loi habilitant le Gouvernement à prendre par ordonnance les mesures de préparation au retrait du Royaume-Uni de l'Union européenne;projet de loi;2018-10-03;https://www.senat.fr/dossier-legislatif/pjl18-009.html;promulgué;;;2019-01-20;Loi n° 2019-30 du 19 janvier 2019;Affaires étrangères et coopération,Union européenne;184;211257;Mesures de préparation au retrait du Royaume-Uni de l'UE;;15-preparation_retrait_royaume-uni_ue
pjl20-015;projet de loi relatif à la restitution de biens culturels à la République du Bénin et à la République du Sénégal;projet de loi;2020-07-16;https://www.senat.fr/dossier-legislatif/pjl20-015.html;;;;;;Affaires étrangères et coopération,Culture;35;41376;Retour de biens culturels au Bénin et au Sénégal;;15-restitution_biens_culturels_Benin_Senegal
ppl18-417;proposition de loi relative au droit de résiliation sans frais de contrats de complémentaire santé;proposition de loi;2019-02-06;https://www.senat.fr/dossier-legislatif/ppl18-417.html;promulgué;;;2019-07-16;Loi n° 2019-733 du 14 juillet 2019;Société,Questions sociales et santé,Sécurité sociale;203;112507;Résiliation des contrats de complémentaire santé;;15-droit_resiliation_contrats_complementaire_sante
pjl11-451;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et l'Agence spatiale européenne relatif au Centre spatial guyanais et aux prestations associées;projet de loi;2012-02-29;https://www.senat.fr/dossier-legislatif/pjl11-451.html;promulgué;;;2015-12-22;Loi n° 2015-1705 du 21 décembre 2015;Affaires étrangères et coopération,Traités et conventions,Recherche, sciences et techniques;0;5747;Centre spatial guyanais;;14-accord_centre_spatial_guyanais
15-dispositif_zero_charge_embauche_jeunes;"Dispositif ""zéro charge"" pour l'embauche de jeunes de moins de 25 ans";proposition de loi;2020-05-26;http://www.assemblee-nationale.fr/dyn/15/dossiers/dispositif_zero_charge_embauche_jeunes;;;;;;;0;0;"Dispositif ""zéro charge"" pour l'embauche de jeunes de moins de 25 ans";;15-dispositif_zero_charge_embauche_jeunes
pjl14-692;projet de loi autorisant la ratification de l'accord commercial entre l'Union européenne et ses États membres, d'une part, et la Colombie et le Pérou, d'autre part;projet de loi;2015-04-15;https://www.senat.fr/dossier-legislatif/pjl14-692.html;promulgué;;;2015-12-29;Loi n° 2015-1777 du 28 décembre 2015;Affaires étrangères et coopération,Traités et conventions,Économie et finances, fiscalité;0;0;Accord commercial UE - Colombie et Pérou;;14-accord_commercial_Colombie_Perou
pjl14-241;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Congo relatif aux services aériens;projet de loi;2015-01-21;https://www.senat.fr/dossier-legislatif/pjl14-241.html;promulgué;;;2016-12-31;Loi n° 2016-1973 du 30 décembre 2016;Affaires étrangères et coopération,Traités et conventions,Transports;0;0;Accord France - Congo : services aériens;;14-accord_Congo_services_aeriens
ppl18-263;proposition de loi visant à moderniser et faciliter la procédure d'expropriation de biens en état d'abandon manifeste;proposition de loi;2019-01-23;https://www.senat.fr/dossier-legislatif/ppl18-263.html;;;;;;Collectivités territoriales,Pouvoirs publics et Constitution;5;12547;Expropriation de biens en état d'abandon manifeste;;15-DLR5L15N38235
pjl18-642;projet de loi autorisant l'approbation du protocole d'accord entre le Gouvernement de la République française et le Gouvernement du Grand-Duché de Luxembourg relatif au renforcement de la coopération en matière de transports transfrontaliers;projet de loi;2019-03-06;https://www.senat.fr/dossier-legislatif/pjl18-642.html;promulgué;;;2019-10-29;Loi n° 2019-1094 du 28 octobre 2019;Affaires étrangères et coopération;0;12552;Accord Grand-Duché de Luxembourg;;15-accord_luxembourg_transports_transfrontaliers
pjl09-446;projet de loi complétant les dispositions relatives à la démocratie sociale issues de la loi n° 2008-789 du 20 août 2008;projet de loi;2010-05-12;https://www.senat.fr/dossier-legislatif/pjl09-446.html;promulgué;;;2010-10-16;Loi n° 2010-1215 du 15 octobre 2010;Société,Travail,Entreprises;62;100284;Démocratie sociale;;13-democratie_sociale_loi2008789
pjl07-389;projet de loi instituant un droit d'accueil pour les élèves des écoles maternelles et élémentaires pendant le temps scolaire;projet de loi;2008-06-11;https://www.senat.fr/dossier-legislatif/pjl07-389.html;promulgué;conforme;2008-08-07;2008-08-21;Loi n° 2008-790 du 20 août 2008;Fonction publique,Éducation;166;174859;Elèves des écoles maternelles et élémentaires;;13-droit_accueil_ecole
ppl13-210;proposition de loi modifiant la loi n° 2007-1545 du 30 octobre 2007 instituant un Contrôleur général des lieux de privation de liberté;proposition de loi;2013-12-05;https://www.senat.fr/dossier-legislatif/ppl13-210.html;promulgué;;;2014-05-27;Loi n° 2014-528 du 26 mai 2014;Police et sécurité,Pouvoirs publics et Constitution;46;56087;Contrôleur général des lieux de privation de liberté;;14-modification_loi_2007-1545
pjl09-548;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la Principauté d'Andorre relatif à l'échange de renseignements en matière fiscale;projet de loi;2010-02-23;https://www.senat.fr/dossier-legislatif/pjl09-548.html;promulgué;;;2010-07-24;Loi n° 2010-849 du 23 juillet 2010;Affaires étrangères et coopération,Économie et finances, fiscalité;0;0;Andorre;;13-andorre_echange_fiscal
15-individus_violents_manifestations;Lutter contre les individus violents lors de manifestations;proposition de loi;2021-02-09;http://www.assemblee-nationale.fr/dyn/15/dossiers/individus_violents_manifestations;;;;;;;57;0;Lutter contre les individus violents lors de manifestations;;15-individus_violents_manifestations
ppl17-565;proposition de loi visant à favoriser la reconnaissance des proches aidants : un enjeu social et sociétal majeur;proposition de loi;2018-06-12;https://www.senat.fr/dossier-legislatif/ppl17-565.html;promulgué;;;2019-05-23;Loi n° 2019-485 du 22 mai 2019;Société,Famille,Questions sociales et santé;83;113500;Favoriser la reconnaissance des proches aidants;;15-reconnaissance_proches_aidants
pjl08-154;projet de loi de finances rectificative pour 2009;projet de loi;2008-12-19;https://www.senat.fr/dossier-legislatif/pjl08-154.html;promulgué;;;2009-02-05;Loi n° 2009-122 du 4 février 2009;Budget,Économie et finances, fiscalité;145;96512;Budget;;13-collectif_2009
pjl14-365;projet de loi autorisant la ratification de l'accord d'association entre l'Union européenne et la Communauté européenne de l'énergie atomique et leurs États membres, d'une part, et l'Ukraine, d'autre part;projet de loi;2015-03-25;https://www.senat.fr/dossier-legislatif/pjl14-365.html;promulgué;;;2015-07-08;Loi n° 2015-823 du 7 juillet 2015;Affaires étrangères et coopération,Union européenne,Énergie;0;21165;Accord d'association UE-Ukraine;;14-accord_association_UE_Euratom_Ukraine
ppl14-202;proposition de loi portant diverses dispositions tendant à la modernisation du secteur de la presse;proposition de loi;2014-09-17;https://www.senat.fr/dossier-legislatif/ppl14-202.html;promulgué;;;2015-04-18;Loi n° 2015-433 du 17 avril 2015;Société,Culture;171;162777;Modernisation de la presse;;14-modernisation_secteur_presse
pjl16-135;projet de loi Approbation de l'avenant portant première modification à l'entente en matière de sécurité sociale avec le Québec relatif à la protection sociale des élèves et étudiants et des participants à la coopération;projet de loi;2016-10-12;https://www.senat.fr/dossier-legislatif/pjl16-135.html;promulgué;;;2016-12-31;Loi n° 2016-1977 du 30 décembre 2016;Affaires étrangères et coopération,Traités et conventions,Éducation,Sécurité sociale;0;209;Entente avec le Québec en matière de sécurité sociale;;14-accord_quebec_protection_sociale_etudiants
ppl12-172;proposition de loi relative au fonctionnement des réseaux de soins créés par les mutuelles et aux modalités de mise en oeuvre des conventions conclues entre les organismes de protection sociale complémentaire et les professionnels de santé;proposition de loi;2012-10-16;https://www.senat.fr/dossier-legislatif/ppl12-172.html;promulgué;;2014-01-23;2014-01-28;Loi n° 2014-57 du 27 janvier 2014;Questions sociales et santé,Sécurité sociale;124;145565;Réseaux de soins;;14-reseaux_soins_mutuelles
pjl20-522;projet de loi organique modifiant la loi organique n° 2010-837 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution;projet de loi;2021-04-08;https://www.senat.fr/dossier-legislatif/pjl20-522.html;;;;;;Pouvoirs publics et Constitution;0;0;Application du cinquième alinéa de l'article 13 de la Constitution (texte organique);;
pjl09-667;projet de loi autorisant l'approbation de l'avenant à la convention entre le Gouvernement de la République française et le Gouvernement de Malaisie tendant à éviter les doubles impositions et à prévenir l'évasion fiscale en matière d'impôts sur le revenu;projet de loi;2010-02-23;https://www.senat.fr/dossier-legislatif/pjl09-667.html;promulgué;;;2010-10-13;Loi n° 2010-1194 du 12 octobre 2010;Traités et conventions,Économie et finances, fiscalité;0;0;Malaisie;;13-Fr-Malaisie_impot_revenus
plfss2017;projet de loi de financement de la sécurité sociale pour 2017;projet de loi;2016-10-05;https://www.senat.fr/dossier-legislatif/plfss2017.html;promulgué;partiellement conforme;2016-12-22;2016-12-24;Loi n° 2016-1827 du 23 décembre 2016;Économie et finances, fiscalité,Questions sociales et santé,Sécurité sociale;2198;622579;Financement de la sécurité sociale pour 2017;;14-plfss_2017
pjl15-153;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République fédérative du Brésil concernant les transports routiers internationaux de voyageurs et de marchandises;projet de loi;2015-11-13;https://www.senat.fr/dossier-legislatif/pjl15-153.html;promulgué;;;2016-07-13;Loi n° 2016-947 du 12 juillet 2016;Affaires étrangères et coopération,Traités et conventions,Transports;0;0;Accord France-Brésil : transports routiers;;14-accord_bresil_transports_routiers_internationaux
15-augmentation_smic_tpe_pme;Travail : augmentation du SMIC et  des salaires en accompagnant les TPE et PME;proposition de loi;2019-01-23;http://www.assemblee-nationale.fr/dyn/15/dossiers/augmentation_smic_tpe_pme;;;;;;;28;0;Travail : augmentation du SMIC et  des salaires en accompagnant les TPE et PME;;15-augmentation_smic_tpe_pme
pjl10-516;projet de loi autorisant l'approbation de l'accord sous forme d'échange de lettres entre le Gouvernement de la République française et le Gouvernement d'Anguilla relatif à l'échange de renseignements en matière fiscale;projet de loi;2011-05-11;https://www.senat.fr/dossier-legislatif/pjl10-516.html;promulgué;;;2011-10-14;Loi n° 2011-1287 du 13 octobre 2011;Affaires étrangères et coopération,Économie et finances, fiscalité;0;9314;Convention fiscale : Anguilla;;13-accord_fiscal_Anguilla
pjl17-360;projet de loi autorisant l'approbation de l'accord entre la France et l'Ouzbékistan relatif aux services aériens, de l'accord entre la France et le Kazakhstan relatif aux services aériens et de l'accord entre la France et la Côte d'Ivoire relatif aux services aériens;projet de loi;2018-03-14;https://www.senat.fr/dossier-legislatif/pjl17-360.html;promulgué;;;2019-02-26;Loi n° 2019-128 du 25 février 2019;Affaires étrangères et coopération,Traités et conventions,Transports;0;243;Accords internationaux relatifs aux services aériens;;15-accords_ouzbekistan_kazakhstan_cote_ivoire_services_aeriens
ppl19-163;proposition de loi visant à réduire le coût du foncier et à augmenter l'offre de logements accessibles aux Français;proposition de loi;2019-10-16;https://www.senat.fr/dossier-legislatif/ppl19-163.html;;;;;;Logement et urbanisme;120;28974;Réduire le coût du foncier;;15-reduction_cout_foncier
pjl19-440;projet de loi portant diverses dispositions urgentes pour faire face aux conséquences de l'épidémie de covid-19;projet de loi;2020-05-07;https://www.senat.fr/dossier-legislatif/pjl19-440.html;promulgué;;;2020-06-18;Loi n° 2020-734 du 17 juin 2020;Société,Économie et finances, fiscalité,Questions sociales et santé;1106;407398;Dispositions urgentes face à l'épidémie de covid-19;;15-dispositions_urgentes_consequences_covid-19
ppl17-712;proposition de loi tendant à permettre l'attribution de la qualité d'agent de police judiciaire aux sous-officiers et officiers de la réserve opérationnelle de la Gendarmerie nationale;proposition de loi;2018-09-12;https://www.senat.fr/dossier-legislatif/ppl17-712.html;;;;;;Police et sécurité,Justice,Défense;0;0;Qualité d'agent de police judiciaire et réservistes de la gendarmerie nationale;;
