id;Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes;total_amendements;total_mots;short_title;loi_dite;assemblee_id
pjl12-516;projet de loi autorisant la ratification du traité entre la République française et la République tchèque sur la coopération dans le domaine de la protection civile, de la prévention et de la gestion des situations d'urgence;projet de loi;2013-04-17;https://www.senat.fr/dossier-legislatif/pjl12-516.html;promulgué;;;2016-03-31;Loi n° 2016-365 du 30 mars 2016;Affaires étrangères et coopération,Police et sécurité,Union européenne;0;17494;République Tchèque;;14-cooperation_protection_civile_republique_tcheque
15-developpementharmonieuxeolien;Développement harmonieux de l’éolien;proposition de loi;2021-01-05;http://www.assemblee-nationale.fr/dyn/15/dossiers/developpementharmonieuxeolien;;;;;;;25;0;Développement harmonieux de l’éolien;;15-developpementharmonieuxeolien
ppl11-301;proposition de loi visant à permettre le don de jours de repos à un parent d'enfant gravement malade;proposition de loi;2011-07-13;https://www.senat.fr/dossier-legislatif/ppl11-301.html;promulgué;;;2014-05-10;Loi n° 2014-459 du 9 mai 2014;Questions sociales et santé,Travail;11;26750;Enfant gravement malade;;14-don_heures_parent_enfant_malade
pjl09-112;projet de loi autorisant l'approbation de l'accord international de 2006 sur les bois tropicaux;projet de loi;2009-07-29;https://www.senat.fr/dossier-legislatif/pjl09-112.html;promulgué;;;2010-03-03;Loi n° 2010-206 du 2 mars 2010;Affaires étrangères et coopération,Environnement,Traités et conventions;0;0;Bois tropicaux;;13-bois_tropicaux
ppl18-321;proposition de loi relative à la représentation du Parlement à l'Agence nationale du sport chargée de la haute performance sportive et du développement de l'accès à la pratique sportive;proposition de loi;2019-02-18;https://www.senat.fr/dossier-legislatif/ppl18-321.html;;;;;;Sports;0;0;Représentation du Parlement à l'Agence nationale du sport;;
ppl08-612;proposition de loi relative au service civique;proposition de loi;2009-09-14;https://www.senat.fr/dossier-legislatif/ppl08-612.html;promulgué;;;2010-03-11;Loi n° 2010-241 du 10 mars 2010;Société;164;99096;Service civique;;13-service_civique
ppl18-169;proposition de loi pour la protection des activités agricoles et des cultures marines en zones littorale et de montagne;proposition de loi;2018-10-17;https://www.senat.fr/dossier-legislatif/ppl18-169.html;promulgué;;;2019-05-21;Loi n° 2019-469 du 20 mai 2019;Agriculture et pêche;81;53675;Protection des activités agricoles et des cultures marines;;15-protection_activites_agricoles_zones_littorale_montagne
ppl08-633;proposition de loi tendant à permettre le recours au vote par voie électronique lors des élections des membres de conseils des établissements publics à caractère scientifique, culturel et professionnel;proposition de loi;2009-07-08;https://www.senat.fr/dossier-legislatif/ppl08-633.html;promulgué;;;2010-05-19;Loi n° 2010-500 du 18 mai 2010;Pouvoirs publics et Constitution,Fonction publique;41;40922;Vote électronique;;13-vote_electronique_ep-culturels
ppl16-174;proposition de loi relative à l'extension du délit d'entrave à l'interruption volontaire de grossesse;proposition de loi;2016-10-12;https://www.senat.fr/dossier-legislatif/ppl16-174.html;promulgué;;2017-03-16;2017-03-21;Loi n° 2017-347 du 20 mars 2017;Société,Questions sociales et santé;151;191751;Délit d'entrave à l'IVG;;14-extension_delit_entrave_ivg
ppl17-619;proposition de loi tendant à supprimer les conseils économiques, sociaux et environnementaux régionaux;proposition de loi;2018-07-02;https://www.senat.fr/dossier-legislatif/ppl17-619.html;;;;;;Pouvoirs publics et Constitution;0;0;Suppression des CESER;;
plfss2019;projet de loi de financement de la sécurité sociale pour 2019;projet de loi;2018-10-10;https://www.senat.fr/dossier-legislatif/plfss2019.html;promulgué;partiellement conforme;2018-12-21;2018-12-23;Loi n° 2018-1203 du 22 décembre 2018;Budget,Économie et finances, fiscalité,Sécurité sociale;3255;1753329;Financement de la sécurité sociale pour 2019;;15-plfss_2019
ppl07-245;proposition de loi relative à la journée de solidarité;proposition de loi;2008-02-26;https://www.senat.fr/dossier-legislatif/ppl07-245.html;promulgué;;;2008-04-17;Loi n° 2008-351 du 16 avril 2008;Société,Questions sociales et santé;2;33168;Solidarité;;13-journee_solidarite
ppl19-477;proposition de loi visant à instaurer une contribution exceptionnelle sur les assurances pour concourir à la solidarité nationale face aux conséquences économiques et sociales d'une crise sanitaire majeure;proposition de loi;2020-05-28;https://www.senat.fr/dossier-legislatif/ppl19-477.html;;;;;;Économie et finances, fiscalité,Questions sociales et santé;0;0;Contribution exceptionnelle sur les assurances;;
ppl09-235;proposition de loi tendant à renforcer les moyens du Parlement en matière de contrôle de l'action du Gouvernement et d'évaluation des politiques publiques;proposition de loi;2009-11-18;https://www.senat.fr/dossier-legislatif/ppl09-235.html;promulgué;;;2011-02-04;Loi n° 2011-140 du 3 février 2011;Pouvoirs publics et Constitution;51;85000;Moyens du Parlement;;13-parlement_controle_gvt
pjl07-280;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République gabonaise relatif à la gestion concertée des flux migratoires et au codéveloppement;projet de loi;2008-02-20;https://www.senat.fr/dossier-legislatif/pjl07-280.html;promulgué;;;2008-06-20;Loi n° 2008-569 du 19 juin 2008;Affaires étrangères et coopération;0;8105;Gabon;;13-gabon_flux_migratoires
ppl18-070;proposition de loi tendant à renforcer l'évaluation préalable du retrait ou de l'adhésion des communes à des établissements intercommunaux ou à des syndicats mixtes ou de communes;proposition de loi;2018-10-23;https://www.senat.fr/dossier-legislatif/ppl18-070.html;;;;;;Collectivités territoriales,Pouvoirs publics et Constitution,Aménagement du territoire;0;0;Retrait ou adhésion des communes à des EPCI;;
15-desertification_medicale_prevention;Lutte contre la désertification médicale et prévention;proposition de loi;2019-10-22;http://www.assemblee-nationale.fr/dyn/15/dossiers/desertification_medicale_prevention;;;;;;;40;18289;Lutte contre la désertification médicale et prévention;;15-desertification_medicale_prevention
ppl17-706;proposition de loi visant à lutter contre l'exposition précoce des enfants aux écrans;proposition de loi;2018-09-05;https://www.senat.fr/dossier-legislatif/ppl17-706.html;;;;;;Culture,Questions sociales et santé,Éducation;0;0;Lutter contre l'exposition précoce des enfants aux écrans;;15-lutte_exposition_enfants_ecrans
ppl09-125;proposition de loi relative aux délais de paiement des fournisseurs dans le secteur du livre;proposition de loi;2008-12-09;https://www.senat.fr/dossier-legislatif/ppl09-125.html;promulgué;;;2010-01-28;Loi n° 2010-97 du 27 janvier 2010;Culture,Entreprises;1;22068;Livre;;13-paiement_fournisseurs_livre
ppl14-348;proposition de loi créant de nouveaux droits en faveur des malades et des personnes en fin de vie;proposition de loi;2015-01-21;https://www.senat.fr/dossier-legislatif/ppl14-348.html;promulgué;;;2016-02-03;Loi n° 2016-87 du 2 février 2016;Société,Questions sociales et santé;1951;522504;Malades et personnes en fin de vie;;14-nouveaux_droits_personnes_fin_vie
pjl13-215;projet de loi de finances rectificative pour 2013;projet de loi;2013-11-13;https://www.senat.fr/dossier-legislatif/pjl13-215.html;promulgué;partiellement conforme;2013-12-29;2014-02-08;Loi n° 2013-1279 du 29 décembre 2013;Budget,Économie et finances, fiscalité;1056;478226;Budget;;14-collectif_budgetaire_2013
ppl12-421;proposition de loi visant à proroger le dispositif ouvrant la possibilité du versement d'un bonus exceptionnel aux salariés d'une entreprise implantée dans une région ou un département d'outre-mer;proposition de loi;2013-03-01;https://www.senat.fr/dossier-legislatif/ppl12-421.html;promulgué;;;2013-04-24;Loi n° 2013-337 du 23 avril 2013;Outre-mer,Entreprises;3;24350;Bonus pour les salariés outre-mer;;14-prorogation_bonus_salaries_outre-mer
pjl09-357;projet de loi autorisant l'adhésion au protocole sur les privilèges et immunités de l'Autorité internationale des fonds marins;projet de loi;2010-03-17;https://www.senat.fr/dossier-legislatif/pjl09-357.html;promulgué;;;2011-12-03;Loi n° 2011-1709 du 2 décembre 2011;Affaires étrangères et coopération,Environnement,Traités et conventions;0;0;Fonds marins;;13-autorite_fonds_marins
pjl10-414;projet de loi autorisant l'approbation de l'accord entre la France et le Brésil dans le domaine de la lutte contre l'exploitation aurifère illégale;projet de loi;2010-10-06;https://www.senat.fr/dossier-legislatif/pjl10-414.html;promulgué;;;2011-07-22;Loi n° 2011-856 du 20 juillet 2011;Affaires étrangères et coopération,Traités et conventions;0;844556;Brésil;;13-bresil_exploitation_or
15-reduction_delai_exoneration_droits_mutations;"Famille ; réduction du délai des donations exonérées de droits de mutation entre ascendants et descendants";proposition de loi;2018-06-27;http://www.assemblee-nationale.fr/dyn/15/dossiers/reduction_delai_exoneration_droits_mutations;;;;;;;0;0;"Famille ; réduction du délai des donations exonérées de droits de mutation entre ascendants et descendants";;15-reduction_delai_exoneration_droits_mutations
15-limitation_impacts_negatifs_publicite;Limitation des impacts négatifs de la publicité;proposition de loi;2021-03-23;http://www.assemblee-nationale.fr/dyn/15/dossiers/limitation_impacts_negatifs_publicite;;;;;;;3;0;Limitation des impacts négatifs de la publicité;;15-limitation_impacts_negatifs_publicite
ppl20-315;proposition de loi visant à simplifier l'accès des experts forestiers aux données cadastrales;proposition de loi;2020-12-14;https://www.senat.fr/dossier-legislatif/ppl20-315.html;;;;;;Environnement,Aménagement du territoire;10;4356;Accès des experts forestiers aux données cadastrales;;15-experts_forestiers
pjl14-543;projet de loi autorisant l'approbation du protocole additionnel à la convention d'entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement du Royaume du Maroc;projet de loi;2015-04-15;https://www.senat.fr/dossier-legislatif/pjl14-543.html;promulgué;;;2015-07-25;Loi n° 2015-905 du 24 juillet 2015;Affaires étrangères et coopération,Justice;0;20303;Entraide judiciaire avec le Maroc;;14-convention_entraide_judiciaire_penale_Maroc
pjl17-595;projet de loi de règlement du budget et d'approbation des comptes de l'année 2017;projet de loi;2018-05-23;https://www.senat.fr/dossier-legislatif/pjl17-595.html;promulgué;;;2018-07-26;Loi n° 2018-652 du 25 juillet 2018;Budget,Économie et finances, fiscalité;20;65113;Règlement du budget et approbation des comptes de l'année 2017;;15-reglement_comptes_2017
ppl17-740;proposition de loi relative aux conditions d'exercice du droit de grève au sein du Service de Navigation Aérienne;proposition de loi;2018-09-27;https://www.senat.fr/dossier-legislatif/ppl17-740.html;;;;;;Transports,Travail;0;0;Droit de grève au sein du Service de Navigation Aérienne;;
ppl18-643;proposition de loi tendant à assurer la neutralité religieuse des personnes concourant au service public de l'éducation;proposition de loi;2019-07-09;https://www.senat.fr/dossier-legislatif/ppl18-643.html;;;;;;Société,Éducation;12;44752;Service public de l'éducation et neutralité religieuse;;15-service_public_education_neutralite_religieuse
ppl20-318;proposition de loi rénovant la gouvernance du service public d'eau potable et d'assainissement en Guadeloupe;proposition de loi;2020-12-14;https://www.senat.fr/dossier-legislatif/ppl20-318.html;;;;;;Collectivités territoriales,Outre-mer;125;41162;Service public d'eau potable et d'assainissement en Guadeloupe;;15-eau_guadeloupe
pjl11-421;projet de loi autorisant la ratification du traité relatif à l'établissement du bloc d'espace aérien fonctionnel « Europe Central »;projet de loi;2012-02-23;https://www.senat.fr/dossier-legislatif/pjl11-421.html;promulgué;;;2012-10-27;Loi n° 2012-1188 du 26 octobre 2012;Affaires étrangères et coopération,Transports;0;0;Bloc d'espace aérien fonctionnel;;14-bloc_espace_aerien_fonctionnel_EC
pjl08-145;projet de loi relatif à la communication audiovisuelle et au nouveau service public de la télévision;projet de loi;2008-10-22;https://www.senat.fr/dossier-legislatif/pjl08-145.html;promulgué;partiellement conforme;2009-03-03;2009-03-07;Loi n° 2009-258 du 5 mars 2009;Société,Culture;1299;457406;Audiovisuel;;13-nomination_audiovisuel_public
pjl10-534;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République italienne relatif à la restauration du patrimoine architectural de la ville de L'Aquila;projet de loi;2011-05-18;https://www.senat.fr/dossier-legislatif/pjl10-534.html;promulgué;;;2011-07-22;Loi n° 2011-857 du 20 juillet 2011;Affaires étrangères et coopération,Culture;0;33085;Restauration de la ville de L'Aquila;;13-restauration_patrimoine_architectural_Aquila
ppl20-385;proposition de loi visant à orienter l'épargne des Français vers des fonds souverains régionaux;proposition de loi;2021-02-23;https://www.senat.fr/dossier-legislatif/ppl20-385.html;;;;;;Collectivités territoriales,Famille,Économie et finances, fiscalité;13;0;Épargne des Français;;
pjl18-540;projet de loi ratifiant l'ordonnance n° 2019-183 du 11 mars 2019 relative au cadre de fixation des redevances liées à l'utilisation de l'infrastructure ferroviaire ainsi qu'à l'élaboration et à l'actualisation du contrat entre l'État et SNCF Réseau;projet de loi;2019-05-29;https://www.senat.fr/dossier-legislatif/pjl18-540.html;;;;;;Transports;0;0;État et SNCF Réseau sur l'utilisation de l'infrastructure ferroviaire;;
pjl17-583;projet de loi pour la liberté de choisir son avenir professionnel;projet de loi;2018-04-27;https://www.senat.fr/dossier-legislatif/pjl17-583.html;promulgué;partiellement conforme;2018-09-04;2018-09-06;Loi n° 2018-771 du 5 septembre 2018;Société,Travail;5656;1705311;Liberté de choisir son avenir professionnel;;15-choix_avenir_professionnel
pjl09-549;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de Guernesey relatif à l'échange de renseignements en matière fiscale;projet de loi;2010-02-24;https://www.senat.fr/dossier-legislatif/pjl09-549.html;promulgué;;;2010-07-24;Loi n° 2010-850 du 23 juillet 2010;Affaires étrangères et coopération,Économie et finances, fiscalité;0;0;Guernesey;;13-guernesey_echange_fiscal
pjl19-274;projet de loi autorisant la ratification des deuxième, troisième et quatrième protocoles additionnels à la convention européenne d'extradition;projet de loi;2020-01-24;https://www.senat.fr/dossier-legislatif/pjl19-274.html;promulgué;;;2020-10-10;Loi n° 2020-1237 du 9 octobre 2020;Affaires étrangères et coopération,Union européenne;0;0;Convention européenne d'extradition;;15-ratification_protocole_convention_europeenne_extradition
pjl11-376;projet de loi autorisant la ratification de la convention du travail maritime de l'Organisation internationale du travail;projet de loi;2012-02-15;https://www.senat.fr/dossier-legislatif/pjl11-376.html;promulgué;;;2012-11-30;Loi n° 2012-1320 du 29 novembre 2012;Affaires étrangères et coopération,Traités et conventions,Travail;0;90709;Convention du travail maritime;;14-ratification_convention_travail_maritime_OIT
ppl18-174;proposition de loi tendant à réguler l'implantation des lieux de culte et à favoriser la transparence de leur financement;proposition de loi;2018-12-03;https://www.senat.fr/dossier-legislatif/ppl18-174.html;;;;;;Société;0;0;Implantation et financement des lieux de culte;;
pjl16-520;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la Principauté d'Andorre relatif à la coopération technique et à l'assistance mutuelle en matière de sécurité civile;projet de loi;2017-09-19;https://www.senat.fr/dossier-legislatif/pjl16-520.html;promulgué;;;2018-02-01;Loi n° 2018-52 du 31 janvier 2018;Affaires étrangères et coopération,Police et sécurité;0;0;Coopération avec Andorre en matière de sécurité civile;;15-accord_cooperation_securite_civile_andorre
ppl13-651;proposition de loi organique relative à la nomination des dirigeants de la SNCF;proposition de loi;2014-04-10;https://www.senat.fr/dossier-legislatif/ppl13-651.html;promulgué;;2014-07-24;2014-08-05;Loi n° 2014-871 du 4 août 2014;Transports;3;13483;Dirigeants de la SNCF (texte organique);;14-nomination_dirigeants_SNCF
pjl12-176;projet de loi relatif à la création de la Banque publique d'investissement;projet de loi;2012-10-17;https://www.senat.fr/dossier-legislatif/pjl12-176.html;promulgué;;;2013-01-01;Loi n° 2012-1559 du 31 décembre 2012;Collectivités territoriales,Économie et finances, fiscalité;174;57704;Banque publique d'investissement;;14-banque_publique_investissement
ppl15-245;proposition de loi relative à la lutte contre le gaspillage alimentaire;proposition de loi;2015-09-15;https://www.senat.fr/dossier-legislatif/ppl15-245.html;promulgué;;;2016-02-12;Loi n° 2016-138 du 11 février 2016;Société,Environnement;34;41182;Lutte contre le gaspillage alimentaire;;14-lutte_contre_gaspillage_alimentaire
ppl20-382;proposition de loi renforçant la protection des mineurs victimes de violences sexuelles;proposition de loi;2021-01-05;https://www.senat.fr/dossier-legislatif/ppl20-382.html;;;;;;Justice;345;40421;Protection des mineurs victimes de violences sexuelles;;15-protection_mineurs_violences_sexuelles
pjl11-527;projet de loi autorisant la ratification de la convention relative à la construction et à l'exploitation d'un laser européen à électrons libres dans le domaine des rayons X;projet de loi;2012-05-04;https://www.senat.fr/dossier-legislatif/pjl11-527.html;promulgué;;;2013-08-06;Loi n° 2013-708 du 5 août 2013;Union européenne,Traités et conventions,Recherche, sciences et techniques;0;0;Laser européen;;14-laser_electrons_libres_rayonsX
ppl19-138;proposition de loi modifiant la loi n° 2018-938 du 30 octobre 2018 pour l'équilibre des relations commerciales dans le secteur agricole et alimentaire et une alimentation saine, durable et accessible à tous;proposition de loi;2019-11-21;https://www.senat.fr/dossier-legislatif/ppl19-138.html;;;;;;Agriculture et pêche,Entreprises;6;42856;Préserver l'activité des entreprises alimentaires françaises;;15-modification_loi_egalim
ppl13-310;proposition de loi relative à la sobriété, à la transparence et à la concertation en matière d'exposition aux ondes électromagnétiques;proposition de loi;2013-12-11;https://www.senat.fr/dossier-legislatif/ppl13-310.html;promulgué;;;2015-02-10;Loi n° 2015-136 du 9 février 2015;Recherche, sciences et techniques,Questions sociales et santé;599;151025;Ondes électromagnétiques;;14-transparence_exposition_ondes_electromagnetiques
ppl18-373;proposition de loi en faveur de la transparence sur l'utilisation de l'épargne populaire en matière énergétique;proposition de loi;2019-01-23;https://www.senat.fr/dossier-legislatif/ppl18-373.html;;;;;;Société,Environnement,Économie et finances, fiscalité;39;16904;Utilisation de l'épargne populaire en matière énergétique;;15-transparence_epargne_populaire_energie
pjl08-134;projet de loi de finances rectificative pour 2008;projet de loi;2008-11-19;https://www.senat.fr/dossier-legislatif/pjl08-134.html;promulgué;partiellement conforme;2008-12-29;2008-12-31;Loi n° 2008-1443 du 30 décembre 2008;Budget,Économie et finances, fiscalité;617;246763;Budget;;13-plfr_2008
pjl19-119;projet de loi modifiant la loi n° 2010-838 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution et prorogeant le mandat des membres de la Haute autorité pour la diffusion des oeuvres et la protection des droits sur interne;projet de loi;2019-11-13;https://www.senat.fr/dossier-legislatif/pjl19-119.html;promulgué;conforme;2020-03-26;2020-03-31;Loi n° 2020-366 du 30 mars 2020;Culture;32;518318;Protection des droits sur internet;;15-prorogation_mandat_membres_hadopi
pjl09-406;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement du Burkina Faso relatif à la gestion concertée des flux migratoires et au développement solidaire;projet de loi;2009-11-10;https://www.senat.fr/dossier-legislatif/pjl09-406.html;promulgué;;;2011-01-04;Loi n° 2011-7 du 3 janvier 2011;Affaires étrangères et coopération,Traités et conventions;0;270;Burkina Faso;;13-Burkina_Faso_flux_migratoires
pjl10-163;projet de loi de finances rectificative pour 2010;projet de loi;2010-11-17;https://www.senat.fr/dossier-legislatif/pjl10-163.html;promulgué;partiellement conforme;2010-12-28;2011-02-23;Loi n° 2010-1658 du 29 décembre 2010;Budget,Économie et finances, fiscalité;612;231633;Budget (quatrième loi de finances rectificative pour 2010);;13-quatrieme_collectif_2010
ppl17-331;proposition de loi relative à l'interdiction de la vente des drapeaux des associations d'anciens combattants et à leur protection;proposition de loi;2018-02-22;https://www.senat.fr/dossier-legislatif/ppl17-331.html;;;;;;Anciens combattants,PME, commerce et artisanat;1;12395;Protection des drapeaux d'associations d'anciens combattants;;15-interdiction_vente_drapeaux_associations_anciens_combattants
plfss2020;projet de loi de financement de la sécurité sociale pour 2020;projet de loi;2019-10-09;https://www.senat.fr/dossier-legislatif/plfss2020.html;promulgué;partiellement conforme;2019-12-20;2020-01-11;Loi n° 2019-1446 du 24 décembre 2019;Budget,Économie et finances, fiscalité,Sécurité sociale;2838;635507;Financement de la sécurité sociale pour 2020;;15-plfss_2020
ppl18-379;proposition de loi visant à clarifier le contenu des affiches électorales;proposition de loi;2019-03-13;https://www.senat.fr/dossier-legislatif/ppl18-379.html;;;;;;Pouvoirs publics et Constitution;0;0;Contenu des affiches électorales;;
pjl12-441;projet de loi d'orientation et de programmation pour la refondation de l'école de la République;projet de loi;2013-01-23;https://www.senat.fr/dossier-legislatif/pjl12-441.html;promulgué;;;2013-07-09;Loi n° 2013-595 du 8 juillet 2013;Éducation;3276;1075102;Refondation de l'école de la République;;14-refondation_ecole_Republique
pjl07-501;projet de loi relatif à l'organisation et à la régulation des transports ferroviaires et guidés et portant diverses dispositions relatives aux transports;projet de loi;2008-09-10;https://www.senat.fr/dossier-legislatif/pjl07-501.html;promulgué;conforme;2009-12-03;2009-12-09;Loi n° 2009-1503 du 8 décembre 2009;Environnement,Transports;272;75203;Transports ferroviaires et guidés;;13-transports
ppl15-583;proposition de loi relative à l'élection des conseillers municipaux dans les communes associées de la Polynésie française et à la modernisation du code général des collectivités territoriales applicable aux communes de la Polynésie française;proposition de loi;2016-05-04;https://www.senat.fr/dossier-legislatif/ppl15-583.html;promulgué;;;2016-12-06;Loi n° 2016-1658 du 5 décembre 2016;Collectivités territoriales,Pouvoirs publics et Constitution,Outre-mer;18;21914;Élection des conseillers municipaux en Polynésie française;;14-modernisation_cgct_communes_polynesie
pjl08-183;projet de loi organique relatif à l'application des articles 34 1, 39 et 44 de la Constitution;projet de loi;2008-12-10;https://www.senat.fr/dossier-legislatif/pjl08-183.html;promulgué;partiellement conforme;2009-04-08;2009-04-16;Loi n° 2009-403 du 15 avril 2009;Pouvoirs publics et Constitution;769;552772;Constitution (texte organique);;13-articles_34-1_3944
pjl14-651;projet de loi autorisant l'approbation de l'accord multilatéral entre autorités compétentes concernant l'échange automatique de renseignements relatifs aux comptes financiers;projet de loi;2015-07-22;https://www.senat.fr/dossier-legislatif/pjl14-651.html;promulgué;;;2015-12-29;Loi n° 2015-1778 du 28 décembre 2015;Affaires étrangères et coopération,Traités et conventions,Économie et finances, fiscalité;0;15191;Accord - Comptes financiers;;14-echange_renseignements_comptes_financiers
ppl18-236;proposition de loi tendant à garantir le principe de l'acheminement par courrier des professions de foi et des bulletins de vote;proposition de loi;2019-01-10;https://www.senat.fr/dossier-legislatif/ppl18-236.html;;;;;;Société,Pouvoirs publics et Constitution;0;0;Acheminement des professions de foi et bulletins de vote;;
pjl14-424;projet de loi relatif au renseignement;projet de loi;2015-03-19;https://www.senat.fr/dossier-legislatif/pjl14-424.html;promulgué;partiellement conforme;2015-07-23;2015-07-26;Loi n° 2015-912 du 24 juillet 2015;Police et sécurité,Défense;1229;437534;Renseignement;;14-renseignement
pjl12-133;projet de loi autorisant l'approbation de l'accord de coopération dans le domaine de la défense entre le Gouvernement de la République française et le Gouvernement de la République algérienne démocratique et populaire;projet de loi;2012-07-05;https://www.senat.fr/dossier-legislatif/pjl12-133.html;promulgué;;;2012-12-07;Loi n° 2012-1360 du 6 décembre 2012;Affaires étrangères et coopération,Traités et conventions,Défense;0;8778;Algérie;;14-accord_Algerie_defense
ppl11-122;proposition de loi relative à la suppression de la discrimination dans les délais de prescription prévus par la loi sur la liberté de la presse du 29 juillet 1881;proposition de loi;2011-10-05;https://www.senat.fr/dossier-legislatif/ppl11-122.html;promulgué;;;2014-01-28;Loi n° 2014-56 du 27 janvier 2014;Culture;20;39001;Loi sur la liberté de la presse du 29 juillet 1881;;14-supression_discrimination_prescription_loi_presse
ppl15-792;proposition de loi portant création d'un fonds d'indemnisation des victimes des produits phytopharmaceutiques;proposition de loi;2016-07-13;https://www.senat.fr/dossier-legislatif/ppl15-792.html;;;;;;Agriculture et pêche,Recherche, sciences et techniques,Questions sociales et santé;167;38742;Indemnisation des victimes des produits phytopharmaceutiques;;14-fonds_indemnisation_victimes_produits_phytopharmaceutiques
ppl18-136;proposition de loi portant diverses dispositions relatives au logement et à l'urbanisme;proposition de loi;2018-11-16;https://www.senat.fr/dossier-legislatif/ppl18-136.html;;;;;;Logement et urbanisme,Aménagement du territoire;0;0;Dispositions relatives au logement et à l'urbanisme;;
ppl18-305;proposition de loi créant un statut de l'élu communal;proposition de loi;2019-02-12;https://www.senat.fr/dossier-legislatif/ppl18-305.html;;;;;;Collectivités territoriales,Pouvoirs publics et Constitution;110;37064;Création d'un statut de l'élu communal;;
pjl19-701;projet de loi autorisant l'approbation de l'avenant à la convention entre la France et l'Argentine du 4 avril 1979, en vue d'éviter les doubles impositions et de prévenir l'évasion fiscale en matière d'impôts sur le revenu et sur la fortune;projet de loi;2020-09-09;https://www.senat.fr/dossier-legislatif/pjl19-701.html;;;;;;Affaires étrangères et coopération,Économie et finances, fiscalité;0;7781;Convention France-Argentine;;15-DLR5L15N40483
pjl15-751;projet de loi autorisant la ratification de la convention sur la répression des actes illicites dirigés contre l'aviation civile internationale et du protocole complémentaire à la convention pour la répression de la capture illicite d'aéronefs;projet de loi;2016-04-06;https://www.senat.fr/dossier-legislatif/pjl15-751.html;promulgué;;;2016-10-08;Loi n° 2016-1323 du 7 octobre 2016;Affaires étrangères et coopération,Police et sécurité,Défense;0;0;Répression des actes illicites contre l'aviation civile;;14-repression_actes_aviation_civile_internationale
pjl15-574;projet de loi prorogeant l'application de la loi n° 55-385 du 3 avril 1955 relative à l'état d'urgence;projet de loi;2016-05-04;https://www.senat.fr/dossier-legislatif/pjl15-574.html;promulgué;;;2016-05-21;Loi n° 2016-629 du 20 mai 2016;Société,Police et sécurité,Défense;20;85510;Prorogation de l'état d'urgence;;14-application_loi_55-385_prorogation
pjl16-164;projet de loi Accord avec le Chili et la Bolivie relatif à l'emploi salarié des membres des familles des agents des missions officielles de chaque État dans l'autre;projet de loi;2016-11-30;https://www.senat.fr/dossier-legislatif/pjl16-164.html;promulgué;;;2018-07-07;Loi n° 2018-581 du 6 juillet 2018;Affaires étrangères et coopération,Traités et conventions;0;0;Accord avec le Chili et la Bolivie;;15-accord_chili_bolivie_agents_missions_officielles
pjl10-413;projet de loi autorisant l'approbation de la convention de sécurité sociale entre le gouvernement de la République française et le gouvernement de la République argentine;projet de loi;2010-11-10;https://www.senat.fr/dossier-legislatif/pjl10-413.html;promulgué;;;2011-06-21;Loi n° 2011-690 du 20 juin 2011;Affaires étrangères et coopération,Traités et conventions,Questions sociales et santé;0;0;Argentine;;13-Argentine_conv_securite_sociale
pjl11-184;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le conseil des ministres de Bosnie-Herzégovine relatif à la coopération en matière de sécurité intérieure;projet de loi;2011-02-02;https://www.senat.fr/dossier-legislatif/pjl11-184.html;promulgué;;;2012-03-13;Loi n° 2012-345 du 12 mars 2012;Affaires étrangères et coopération,Police et sécurité;0;0;Bosnie-Herzégovine;;13-securite_interieure_bosnie_herzegovine
ppl19-317;proposition de loi visant à encadrer l'exploitation commerciale de l'image d'enfants de moins de seize ans sur les plateformes en ligne;proposition de loi;2019-12-17;https://www.senat.fr/dossier-legislatif/ppl19-317.html;promulgué;;;2020-10-20;Loi n° 2020-1266 du 19 octobre 2020;Société,Famille,Travail;69;83146;Exploitation commerciale de l'image d'enfants sur les plateformes en ligne;;15-exploitation_commerciale_image_enfants
pjl15-483;projet de loi autorisant la ratification de l'accord portant création de la Banque asiatique d'investissement dans les infrastructures;projet de loi;2015-11-13;https://www.senat.fr/dossier-legislatif/pjl15-483.html;promulgué;;;2016-05-24;Loi n° 2016-655 du 23 mai 2016;Affaires étrangères et coopération,Traités et conventions,Entreprises;0;17809;Banque asiatique d'investissement dans les infrastructures;;14-banque_asiatique_investissement_infrastructures
ppl14-492;proposition de loi visant à pénaliser l'acceptation par un parti politique d'un financement par une personne morale;proposition de loi;2015-06-09;https://www.senat.fr/dossier-legislatif/ppl14-492.html;promulgué;;;2015-12-22;Loi n° 2015-1703 du 21 décembre 2015;Pouvoirs publics et Constitution;4;16688;Financement des partis politiques;;14-penalisation_financement_parti_personne_morale
